,speaker,session,mic,prompt_id,has_spect,spect_width,spect_height,prompt,url,filepath,awstranslate
5940,M05,Session2,wav_headMic,155,yes,300,513,The museum hires musicians every evening.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0155.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0155.wav,Museo Music Kins every evening.
5818,M05,Session2,wav_headMic,33,yes,74,513,shear,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0033.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0033.wav,Here.
934,F03,Session2,wav_arrayMic,101,yes,324,513,Alimony harms a divorced man's wealth.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0101.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0101.wav,Alamo me hard as divorce man where
3071,M01,Session2_3,wav_arrayMic,196,yes,85,513,pretty,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0196.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0196.wav,Ruby.
3377,M02,Session1,wav_headMic,215,yes,163,513,I looked up and noticed two old men.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0215.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0215.wav,I loved out the notice to Oldman.
536,F03,Session1,wav_arrayMic,65,yes,43,513,rave,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0065.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0065.wav,Great.
1801,F04,Session1,wav_arrayMic,109,yes,52,513,car,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0109.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0109.wav,Car.
5613,M05,Session1,wav_headMic,86,yes,59,513,pat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0086.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0086.wav,Dad.
932,F03,Session2,wav_arrayMic,99,yes,165,513,A roll of wire lay near the wall.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0099.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0099.wav,A wire. Blame your mom.
4298,M03,Session2,wav_headMic,327,yes,70,513,him,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0327.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0327.wav,Him.
1560,F03,Session3,wav_arrayMic,78,yes,61,513,three,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0078.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0078.wav,Three.
607,F03,Session1,wav_arrayMic,136,yes,43,513,of,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0136.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0136.wav,
5964,M05,Session2,wav_headMic,179,yes,324,513,This is a period of transition for me.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0179.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0179.wav,This is a good organization. Well read.
608,F03,Session1,wav_arrayMic,137,yes,38,513,suit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0137.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0137.wav,Certain.
2978,M01,Session2_3,wav_arrayMic,103,yes,179,513,Their house is grey and white.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0103.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0103.wav,That way.
1847,F04,Session1,wav_arrayMic,155,yes,47,513,near,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0155.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0155.wav,Near.
57,F01,Session1,wav_headMic,58,yes,30,513,the,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0058.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0058.wav,The
1035,F03,Session2,wav_arrayMic,207,yes,104,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0207.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0207.wav,We have a next room team.
3147,M01,Session2_3,wav_arrayMic,272,yes,80,513,hitting,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0272.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0272.wav,
231,F01,Session1,wav_arrayMic,98,yes,75,513,range,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_arrayMic/0098.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_arrayMic/0098.wav,
5841,M05,Session2,wav_headMic,56,yes,288,513,Why yell or worry over silly items? ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0056.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0056.wav,"Well, yeah, yeah, O o the"
4146,M03,Session2,wav_headMic,175,yes,72,513,suit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0175.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0175.wav,Suit.
59,F01,Session1,wav_headMic,60,yes,43,513,form,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0060.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0060.wav,Form.
5025,M04,Session2,wav_headMic,91,yes,94,513,fair,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0091.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0091.wav,The
5511,M04,Session2,wav_arrayMic,282,yes,705,513,It also provides for funds to clear slums and help colleges build dormitories.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0282.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0282.wav,"For fun, too, to be here. Hello and"
4134,M03,Session2,wav_headMic,163,yes,75,513,pay,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0163.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0163.wav,Pay.
5693,M05,Session1,wav_arrayMic,36,yes,115,513,feed,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_arrayMic/0036.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_arrayMic/0036.wav,
1792,F04,Session1,wav_arrayMic,100,yes,197,513,"When he speaks, his voice is just a bit cracked and quivers a trifle.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0100.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0100.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle."
470,F03,Session1,wav_headMic,203,yes,36,513,bat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0203.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0203.wav,Yeah.
2631,M01,Session2_3,wav_headMic,41,yes,64,513,urgent,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0041.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0041.wav,URGENT
4761,M03,Session2,wav_arrayMic,374,yes,160,513,Carl lives in a lively home. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0374.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0374.wav,Carl lives in a lively home.
3297,M02,Session1,wav_headMic,135,yes,234,513,Why yell or worry over silly items? ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0135.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0135.wav,"Why? Yeah, Avoid over silly a broom."
113,F01,Session1,wav_headMic,114,yes,160,513,"Well, he is nearly ninety three years old",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0114.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0114.wav,Well here in Ewing. I need Teo.
62,F01,Session1,wav_headMic,63,yes,39,513,farm,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0063.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0063.wav,Form.
4190,M03,Session2,wav_headMic,219,yes,155,513,Will Robin wear a yellow lily? ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0219.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0219.wav,"Well, Robin, where a yellow lily."
2613,M01,Session2_3,wav_headMic,23,yes,66,513,sip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0023.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0023.wav,Shit.
5554,M05,Session1,wav_headMic,27,yes,418,513,"We have often urged him to walk more and smoke less, ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0027.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0027.wav,We have off it him Thio more and to move that.
1718,F04,Session1,wav_arrayMic,26,yes,61,513,swarm,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0026.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0026.wav,Swarm.
3449,M02,Session1,wav_arrayMic,47,yes,61,513,store,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0047.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0047.wav,Stole.
2609,M01,Session2_3,wav_headMic,19,yes,68,513,dark,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0019.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0019.wav,The Ark.
1916,F04,Session2,wav_headMic,25,yes,109,513,xxx,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0025.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0025.wav,
5916,M05,Session2,wav_headMic,131,yes,299,513,All the big baseball players get traded.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0131.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0131.wav,"Ah, big bash you about Craig is returned."
819,F03,Session2,wav_headMic,145,yes,66,513,foxtrot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0145.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0145.wav,FARC's truck.
913,F03,Session2,wav_arrayMic,79,yes,122,513,thought,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0079.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0079.wav,What?
2890,M01,Session2_3,wav_arrayMic,14,yes,57,513,the,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0014.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0014.wav,Uh
3457,M02,Session1,wav_arrayMic,55,yes,254,513,She had your dark suit in greasy wash water all year.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0055.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0055.wav,She had your dog shoot and wass. What are you?
3521,M02,Session1,wav_arrayMic,119,yes,52,513,two,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0119.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0119.wav,True.
1065,F03,Session2,wav_arrayMic,239,yes,104,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0239.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0239.wav,People will bury themselves alive when
2092,F04,Session2,wav_headMic,201,yes,86,513,chop,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0201.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0201.wav,Chop.
1400,F03,Session3,wav_headMic,131,yes,35,513,rake,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0131.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0131.wav,Break.
2359,F04,Session2,wav_arrayMic,219,yes,75,513,wicked,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0219.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0219.wav,Wicked.
4217,M03,Session2,wav_headMic,246,yes,69,513,bad,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0246.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0246.wav,Bad.
1262,F03,Session2,wav_arrayMic,437,yes,29,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0437.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0437.wav,No.
760,F03,Session2,wav_headMic,85,yes,134,513,I expect we'll bounce back this week.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0085.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0085.wav,I expect we'll bounce back this week.
953,F03,Session2,wav_arrayMic,123,yes,160,513,spit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0123.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0123.wav,Good.
1961,F04,Session2,wav_headMic,70,yes,73,513,witch,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0070.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0070.wav,Rich.
1663,F03,Session3,wav_arrayMic,183,yes,113,513,Some prefer the traditional steel kind.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0183.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0183.wav,Some pervert traditional still conned.
3251,M02,Session1,wav_headMic,89,yes,85,513,rave,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0089.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0089.wav,Rave.
3624,M02,Session1,wav_arrayMic,222,yes,240,513,One validated acts of school districts. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0222.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0222.wav,One of the they die to school just to
2125,F04,Session2,wav_headMic,234,yes,96,513,sand,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0234.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0234.wav,Sand.
4382,M03,Session2,wav_headMic,411,yes,60,513,dread,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0411.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0411.wav,Dredd.
1408,F03,Session3,wav_headMic,139,yes,49,513,court,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0139.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0139.wav,Court.
777,F03,Session2,wav_headMic,102,yes,76,513,mike,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0102.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0102.wav,Like.
3660,M02,Session2,wav_headMic,91,yes,108,513,sleep,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0091.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0091.wav,There.
5265,M04,Session2,wav_arrayMic,32,yes,302,513,Don't ask me to carry an oily rag like that.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0032.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0032.wav,"Don't. Teo. Ah, like that."
873,F03,Session2,wav_arrayMic,39,yes,47,513,hate,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0039.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0039.wav,Great.
3292,M02,Session1,wav_headMic,130,yes,197,513,I tried to tell people in the community.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0130.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0130.wav,"I drive to the border, they Karan do."
1690,F03,Session3,wav_arrayMic,211,yes,61,513,spark,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0211.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0211.wav,Right?
2008,F04,Session2,wav_headMic,117,yes,65,513,bloat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0117.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0117.wav,Float.
4506,M03,Session2,wav_arrayMic,115,yes,150,513,"A long, flowing beard clings to his chin, ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0115.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0115.wav,A long flowing beard clings to his chin.
3137,M01,Session2_3,wav_arrayMic,262,yes,150,513,Carl lives in a lively home. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0262.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0262.wav,So in the video.
509,F03,Session1,wav_arrayMic,38,yes,43,513,air,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0038.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0038.wav,Fair.
2724,M01,Session2_3,wav_headMic,135,yes,50,513,white,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0135.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0135.wav,Oi!
118,F01,Session1,wav_headMic,119,yes,58,513,rain,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0119.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0119.wav,We're going.
2909,M01,Session2_3,wav_arrayMic,33,yes,225,513,We gathered shells on the beach.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0033.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0033.wav,Wait. I'm
4795,M03,Session2,wav_arrayMic,408,yes,80,513,tread,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0408.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0408.wav,Tread.
3369,M02,Session1,wav_headMic,207,yes,58,513,suit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0207.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0207.wav,Through.
2595,M01,Session2_3,wav_headMic,5,yes,46,513,race,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0005.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0005.wav,Great.
4800,M03,Session2,wav_arrayMic,413,yes,104,513,walk,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0413.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0413.wav,Walk.
2683,M01,Session2_3,wav_headMic,94,yes,186,513,I looked up and noticed two old men.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0094.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0094.wav,I hate you and know Dio.
3178,M02,Session1,wav_headMic,16,yes,59,513,fair,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0016.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0016.wav,So.
285,F03,Session1,wav_headMic,18,yes,60,513,rate,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0018.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0018.wav,Rate.
376,F03,Session1,wav_headMic,109,yes,37,513,farm,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0109.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0109.wav,From
465,F03,Session1,wav_headMic,198,yes,45,513,urgent,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0198.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0198.wav,URGENT
1869,F04,Session1,wav_arrayMic,177,yes,127,513,My sister made the flowered curtains.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0177.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0177.wav,My sister made the flowered curtains.
2310,F04,Session2,wav_arrayMic,170,yes,240,513,"She wore warm, fleecy, woolen overalls.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0170.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0170.wav,"She were warm, fleecy woollen overalls."
64,F01,Session1,wav_headMic,65,yes,37,513,fee,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0065.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0065.wav,Food.
5301,M04,Session2,wav_arrayMic,68,yes,51,513,rake,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0068.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0068.wav,
6114,M05,Session2,wav_headMic,329,yes,79,513,nest,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0329.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0329.wav,
56,F01,Session1,wav_headMic,57,yes,49,513,race,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0057.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0057.wav,All right?
3760,M02,Session2,wav_headMic,191,yes,285,513,"Night after night, they received annoying phone calls.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0191.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0191.wav,Night. God. Okay. They need to know I am wrong. God.
